output,target
1.5274447202682495,1.8530000448226929
1.303844928741455,0.6000000238418579
0.5088018178939819,0.06499999761581421
0.12105999886989594,0.08100000023841858
0.07939635962247849,0.07900000363588333
0.11423023045063019,0.08299999684095383
0.13331644237041473,0.05999999865889549
0.19114433228969574,0.0989999994635582
0.2929378151893616,0.921999990940094
0.5668889880180359,0.11299999803304672
0.24874864518642426,0.24799999594688416
0.2756509780883789,1.4149999618530273
0.6903203129768372,0.9200000166893005
0.5606583952903748,0.08100000023841858
0.23679189383983612,0.052000001072883606
0.1387532502412796,0.017000000923871994
0.12378881871700287,-0.032999999821186066
0.12011854350566864,-0.07900000363588333
0.09532330930233002,-0.1080000028014183
-0.04151257127523422,-0.13199999928474426
-0.05189678817987442,-0.1289999932050705
-0.011063449084758759,-0.16300000250339508
-0.08390038460493088,-0.1459999978542328
-0.14463648200035095,-0.16500000655651093
-0.14850157499313354,-0.17399999499320984
-0.11590711772441864,-0.12800000607967377
-0.09966495633125305,-0.0949999988079071
-0.11036141216754913,-0.09000000357627869
-0.11568882316350937,0.05400000140070915
-0.10441019386053085,0.30399999022483826
0.04659775644540787,0.34599998593330383
0.14496679604053497,0.41100001335144043
0.13418598473072052,0.18199999630451202
0.19009436666965485,0.5019999742507935
0.39171212911605835,1.1759999990463257
0.6206574440002441,0.6389999985694885
0.4367380738258362,0.6299999952316284
0.5286552906036377,0.6759999990463257
0.4611707329750061,0.45100000500679016
0.26159483194351196,0.28700000047683716
0.1794329285621643,0.3709999918937683
0.18406333029270172,0.3619999885559082
0.3847789764404297,0.32600000500679016
0.33446115255355835,0.2919999957084656
0.20018671452999115,0.26600000262260437
0.3495233654975891,0.17499999701976776
0.6451226472854614,0.15800000727176666
0.933942973613739,1.9500000476837158
1.5556647777557373,1.75600004196167
1.3272396326065063,0.07900000363588333
0.24761925637722015,0.11100000143051147
0.08475948870182037,0.10300000011920929
0.0767594426870346,0.09399999678134918
0.15772099792957306,1.1959999799728394
0.5327580571174622,0.10700000077486038
0.3362395167350769,0.06599999964237213
0.5275421142578125,0.10599999874830246
0.5067194104194641,0.8889999985694885
0.477073609828949,0.09099999815225601
0.4562985301017761,0.0689999982714653
0.4497706890106201,0.10999999940395355
0.4012441635131836,0.0689999982714653
0.1888243407011032,0.09000000357627869
0.2109801024198532,0.02199999988079071
0.0787988007068634,0.15800000727176666
0.10125984251499176,0.1899999976158142
0.10845199227333069,0.09000000357627869
0.07088937610387802,0.050999999046325684
0.028282709419727325,-0.03799999877810478
-0.01558927446603775,0.20999999344348907
0.02983790636062622,0.12999999523162842
0.03435644507408142,0.3100000023841858
0.06440021097660065,0.2199999988079071
0.06936167180538177,0.012000000104308128
0.02916117012500763,0.003000000026077032
0.04110267758369446,0.04399999976158142
0.027993477880954742,-0.004999999888241291
-0.001156304031610489,0.09000000357627869
0.0740506500005722,0.1379999965429306
0.12328195571899414,0.20100000500679016
0.1405549943447113,0.16300000250339508
0.23353184759616852,0.210999995470047
0.4403247833251953,0.08399999886751175
0.29088515043258667,0.10899999737739563
0.28606313467025757,0.2290000021457672
0.3795233368873596,0.609000027179718
0.39579975605010986,0.5849999785423279
0.3518388271331787,0.32499998807907104
0.2799597978591919,0.2980000078678131
0.27593106031417847,0.37700000405311584
0.2973366379737854,0.3959999978542328
0.5004383325576782,0.32899999618530273
0.24087442457675934,0.7390000224113464
0.3756111264228821,0.29100000858306885
0.34769850969314575,0.1889999955892563
1.0058850049972534,1.9359999895095825
1.4893946647644043,1.9010000228881836
1.1454014778137207,1.74399995803833
1.0702507495880127,0.20999999344348907
0.27532052993774414,0.12700000405311584
0.1681741178035736,0.11599999666213989
0.4295586943626404,0.07400000095367432
0.21468858420848846,0.08299999684095383
0.24812941253185272,0.05900000035762787
0.24362580478191376,0.05999999865889549
0.5366804003715515,1.128999948501587
0.5169501900672913,0.05999999865889549
0.27303892374038696,0.0949999988079071
0.2756792902946472,0.05900000035762787
0.4486134648323059,0.07999999821186066
0.2297263890504837,0.07999999821186066
0.21105392277240753,0.03700000047683716
0.11878301203250885,0.1080000028014183
0.12561357021331787,-0.012000000104308128
0.09635083377361298,-0.08299999684095383
0.04685948044061661,-0.12399999797344208
-0.03849072754383087,-0.10499999672174454
-0.011344965547323227,0.16699999570846558
0.05350365489721298,0.1420000046491623
0.029488682746887207,0.22599999606609344
0.02492503821849823,0.13899999856948853
0.025490589439868927,0.33799999952316284
0.10371655225753784,0.2879999876022339
0.15434202551841736,0.2590000033378601
0.10774402320384979,0.20200000703334808
0.06559201329946518,0.2549999952316284
0.10238835215568542,0.2879999876022339
0.1629309207201004,0.30799999833106995
0.22321803867816925,0.24799999594688416
0.19487740099430084,0.2930000126361847
0.3223908543586731,0.27799999713897705
0.3468998074531555,0.3790000081062317
0.3641914129257202,1.093999981880188
0.7820137739181519,0.7260000109672546
0.5636383891105652,0.5929999947547913
0.45637577772140503,0.45100000500679016
0.2512468099594116,0.35100001096725464
0.29364830255508423,0.3149999976158142
0.30105119943618774,0.1860000044107437
0.3446226119995117,0.1889999955892563
0.3286198377609253,0.1979999989271164
0.27019137144088745,0.4020000100135803
0.4836540222167969,0.257999986410141
1.214150071144104,1.9320000410079956
1.7344751358032227,1.9140000343322754
1.599125623703003,1.9199999570846558
1.2312335968017578,1.8899999856948853
1.0919355154037476,1.1950000524520874
0.6157240867614746,0.11900000274181366
0.2416740506887436,0.1599999964237213
0.2194800227880478,0.11900000274181366
0.24930845201015472,0.07599999755620956
0.2385515719652176,0.08699999749660492
0.5669971704483032,1.284999966621399
0.5395985245704651,0.13899999856948853
0.3762242794036865,0.09799999743700027
0.36449670791625977,0.0860000029206276
0.40948182344436646,0.07000000029802322
0.1850520819425583,0.10199999809265137
0.25902223587036133,0.05299999937415123
0.17350302636623383,0.03400000184774399
0.08046840131282806,0.006000000052154064
0.017120201140642166,-0.014999999664723873
-0.009997285902500153,-0.09099999815225601
-0.058999091386795044,-0.10100000351667404
-0.008833911269903183,-0.004999999888241291
0.033924564719200134,-0.027000000700354576
-0.004212390631437302,-0.16300000250339508
-0.07845557481050491,-0.0010000000474974513
-0.027544058859348297,0.14399999380111694
0.027278289198875427,0.04100000113248825
-0.023109011352062225,0.029999999329447746
-0.006788790225982666,0.36399999260902405
0.10066407918930054,0.004999999888241291
-0.015747644007205963,0.04899999871850014
0.0478627011179924,0.0860000029206276
0.078944131731987,0.07100000232458115
0.09860722720623016,0.10100000351667404
0.24343444406986237,0.24400000274181366
0.3575361967086792,0.30000001192092896
0.4566807150840759,0.7490000128746033
0.6920643448829651,0.40799999237060547
0.36319589614868164,0.3319999873638153
0.26817190647125244,0.4180000126361847
0.2946157455444336,0.3889999985694885
0.2587711215019226,0.3490000069141388
0.12320360541343689,0.35899999737739563
0.3023179769515991,0.257999986410141
0.19759325683116913,0.2280000001192093
0.26987552642822266,0.25099998712539673
0.37221723794937134,0.2549999952316284
1.1826173067092896,2.0439999103546143
1.769903540611267,2.0360000133514404
1.707620620727539,2.078000068664551
1.593281626701355,2.0299999713897705
1.3079394102096558,0.906000018119812
0.4700161814689636,0.13899999856948853
0.256062388420105,0.08299999684095383
0.2066720724105835,0.18400000035762787
0.2563941478729248,0.1599999964237213
0.31005096435546875,0.14399999380111694
0.5889984965324402,1.3760000467300415
0.5754792094230652,0.0949999988079071
0.35568833351135254,0.10199999809265137
0.3708725571632385,0.10899999737739563
0.37692826986312866,0.11100000143051147
0.2652086019515991,0.07999999821186066
0.2887282371520996,0.07699999958276749
0.18732570111751556,0.08699999749660492
0.10166139900684357,0.06499999761581421
0.0558130219578743,0.24500000476837158
0.05812513828277588,0.07900000363588333
0.006649095565080643,0.10199999809265137
0.07097037136554718,0.008999999612569809
0.035665079951286316,0.6240000128746033
