output,target
0.665499210357666,0.753000020980835
0.523699939250946,0.3440000116825104
0.3381299376487732,0.052000001072883606
0.6091504096984863,0.5580000281333923
0.45500874519348145,0.5989999771118164
0.40488797426223755,0.019999999552965164
0.24811837077140808,0.020999999716877937
0.1163666695356369,0.03200000151991844
0.07221262156963348,0.02199999988079071
0.1050199419260025,0.04100000113248825
0.14628303050994873,0.9350000023841858
0.259235680103302,0.04399999976158142
0.2070554494857788,0.8600000143051147
0.20004089176654816,0.8360000252723694
0.10978393256664276,0.9089999794960022
0.1938740313053131,0.4860000014305115
0.052357278764247894,0.07900000363588333
-0.05272004008293152,0.01600000075995922
-0.12505215406417847,-0.17100000381469727
-0.18095828592777252,-0.2529999911785126
-0.2704818844795227,-0.25600001215934753
-0.40138405561447144,-0.3140000104904175
-0.3848534822463989,-0.2879999876022339
-0.34706664085388184,-0.17299999296665192
-0.2516558766365051,-0.19200000166893005
-0.1593479961156845,0.017999999225139618
-0.036242008209228516,-0.07900000363588333
-0.08731497824192047,-0.23100000619888306
-0.053787991404533386,-0.19099999964237213
0.025404155254364014,-0.009999999776482582
0.11550186574459076,-0.004000000189989805
0.25030267238616943,0.032999999821186066
0.5975304841995239,0.01600000075995922
0.6670106649398804,0.01600000075995922
0.5319346785545349,0.671999990940094
0.9536681771278381,1.3359999656677246
1.1485960483551025,1.3569999933242798
1.051193118095398,1.2790000438690186
1.2084951400756836,1.1369999647140503
1.1274265050888062,1.2690000534057617
1.059202790260315,0.9900000095367432
0.8602151274681091,0.11999999731779099
0.34909525513648987,0.1120000034570694
0.4833695888519287,0.05000000074505806
0.4416152238845825,0.0430000014603138
0.7668482065200806,0.07999999821186066
2.1713063716888428,2.569999933242798
1.850711703300476,1.1699999570846558
1.2376720905303955,0.023000000044703484
0.4138007164001465,0.05700000002980232
0.2749980092048645,0.017000000923871994
0.45623159408569336,1.1150000095367432
0.7457027435302734,0.017000000923871994
0.3442268967628479,0.04899999871850014
0.256130576133728,0.017000000923871994
0.09727686643600464,0.04399999976158142
0.058607712388038635,0.023000000044703484
0.10701818764209747,0.02800000086426735
0.1912325918674469,0.041999999433755875
0.012911215424537659,0.21699999272823334
0.17148740589618683,0.8270000219345093
0.26296916604042053,0.1289999932050705
0.05354127287864685,0.08500000089406967
0.014602936804294586,0.0560000017285347
-0.14492835104465485,0.03400000184774399
-0.13969533145427704,-0.039000000804662704
-0.15767575800418854,-0.12099999934434891
-0.2038588970899582,-0.11999999731779099
-0.2168765813112259,-0.2759999930858612
-0.2957502603530884,-0.30399999022483826
-0.33787983655929565,-0.2980000078678131
-0.33842140436172485,-0.33000001311302185
-0.2780258059501648,-0.30399999022483826
-0.26178741455078125,-0.3059999942779541
-0.21121136844158173,-0.296999990940094
-0.2767612338066101,-0.1080000028014183
-0.11949566006660461,-0.12099999934434891
0.009404480457305908,-0.09099999815225601
0.0695624053478241,0.014999999664723873
0.24214759469032288,0.00800000037997961
0.20049764215946198,1.1330000162124634
0.691838800907135,1.9010000228881836
1.2027612924575806,1.6959999799728394
1.4761515855789185,1.3680000305175781
1.4126213788986206,1.3459999561309814
1.3346295356750488,1.2519999742507935
1.2102006673812866,1.2519999742507935
1.1603267192840576,0.9599999785423279
0.9822675585746765,0.07100000232458115
0.2064717710018158,0.07999999821186066
0.08924418687820435,0.057999998331069946
0.12417502701282501,0.06599999964237213
0.21658191084861755,0.012000000104308128
0.43839216232299805,0.09000000357627869
1.9300007820129395,2.552999973297119
2.0620336532592773,1.152999997138977
0.8717048764228821,0.024000000208616257
0.31399840116500854,0.020999999716877937
0.20632511377334595,0.028999999165534973
0.5815739035606384,1.0759999752044678
0.5332794785499573,0.03200000151991844
0.3246121406555176,0.009999999776482582
0.18425022065639496,0.03799999877810478
0.02135099470615387,0.008999999612569809
-0.021298617124557495,0.03799999877810478
0.029156208038330078,0.00800000037997961
0.05325864255428314,0.03400000184774399
0.06772118806838989,0.012000000104308128
0.12160588800907135,0.9779999852180481
0.1877230405807495,0.029999999329447746
-0.06720297038555145,0.04800000041723251
-0.039829596877098083,0.21199999749660492
-0.11166411638259888,0.09000000357627869
-0.1323958933353424,-0.004999999888241291
